time	hru_p(1)	hru_p(2)	hru_p(3)	hru_p(4)	hru_p(5)	hru_p(6)	hru_p(7)	hru_p(8)	hru_p(9)	hru_p(10)	hru_p(11)	hru_p(12)	hru_p(13)	hru_p(14)	hru_p(15)	hru_p(16)	hru_p(17)	hru_p(18)	hru_p(19)	hru_p(20)	hru_p(21)	hru_p(22)	hru_p(23)	hru_p(24)	hru_p(25)	hru_p(26)	hru_p(27)	hru_p(28)	hru_p(29)	hru_p(30)	hru_p(31)	hru_p(32)	hru_p(33)	hru_p(34)	hru_p(35)	hru_p(36)	hru_p(37)	hru_p(38)	hru_p(39)	hru_p(40)	hru_p(41)	hru_p(42)	hru_p(43)	hru_p(44)	hru_p(45)	hru_p(46)	hru_p(47)	hru_p(48)
2022-03-02T08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-02T23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T09:00	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369	0.07153369
2022-03-03T10:00	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657	0.09342657
2022-03-03T11:00	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695	0.2007695
2022-03-03T12:00	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134	0.4196134
2022-03-03T13:00	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811	0.2617811
2022-03-03T14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-03T23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T08:00	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169	0.0195169
2022-03-04T09:00	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772	0.06915772
2022-03-04T10:00	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527	0.1487527
2022-03-04T11:00	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434	0.1454434
2022-03-04T12:00	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995	0.2302995
2022-03-04T13:00	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232	0.1573232
2022-03-04T14:00	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268	0.08392268
2022-03-04T15:00	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248
2022-03-04T16:00	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906	0.03003906
2022-03-04T17:00	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395	0.02715395
2022-03-04T18:00	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899
2022-03-04T19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-03-04T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
